ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|780369ba49ba4701a10ecf22917f0ed1|2024-07-07|03:55:16|1720338916|grocery_pos|353.43|1|fraud_Murray-Smitham|41.844843|-95.334301
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|15b2364dac7a917ca9bf7a7a28c552bd|2024-07-08|22:35:03|1720492503|shopping_net|921.86|1|fraud_Rempel Inc|42.579185|-94.590893
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|28102777d4c4805cece1055a37697580|2024-07-07|23:13:13|1720408393|misc_pos|50.65|1|fraud_Torp-Lemke|40.853308|-95.037961
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|f6addffbb348e483bebbf486476abfce|2024-07-08|23:44:59|1720496699|shopping_pos|924.17|1|fraud_Conroy Ltd|41.062603|-94.684049
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|7cf5e3d266f4b0193703d4ef66626ac2|2024-07-07|12:40:37|1720370437|misc_net|850.86|1|fraud_Kerluke PLC|41.644859|-94.640452
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|5fe887061fc7279e60445b334fc9db08|2024-03-21|07:50:10|1711021810|grocery_pos|81.11|0|fraud_Goodwin-Nitzsche|41.972382|-95.676559
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|95322b17bab3733e6e355d188e6a090b|2024-06-09|09:38:32|1717940312|shopping_net|52.37|0|fraud_Boyer PLC|42.240613|-96.011129
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|5fd9229058702e87dfe0e090bb89a9e5|2024-06-01|02:28:51|1717223331|misc_pos|62.20|0|fraud_Torp-Lemke|41.789761|-94.804334
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|cffb40f995b155e849c66601e7377200|2024-05-20|09:01:42|1716210102|misc_pos|68.29|0|fraud_Boehm, Block and Jakubowski|40.802383|-95.627806
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|0d1086ce46bc1702197a12b2d6cc8291|2024-06-09|00:55:33|1717908933|shopping_net|96.18|0|fraud_Heathcote LLC|42.638825|-95.795859
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|63ae8e0e3665131717858de08e99ed10|2024-03-10|06:35:32|1710066932|gas_transport|95.82|0|fraud_Reilly, Heaney and Cole|41.430766|-95.836206
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json|f9af65d4ba3cdc0715f450ec6758ce0d|2024-06-21|00:39:30|1718944770|shopping_net|50.48|0|fraud_Volkman-Predovic|40.797517|-95.245986
