ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|79fc4fa0f0cd9659311b2d49cfe4a4fc|2024-05-06|00:09:55|1714968595|gas_transport|21.53|1|fraud_Friesen-D'Amore|42.292721|-89.618794
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|49b27f2afa61b46b0b32f7788e36b153|2024-05-06|03:38:47|1714981127|grocery_pos|14.64|1|fraud_DuBuque LLC|42.523939|-89.152001
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|31be259a3847db1be7fcfd13fd25d8ae|2024-05-06|03:51:14|1714981874|grocery_net|349.92|1|fraud_Paucek-Wiza|43.115295|-90.876971
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|51d314e70aaf8232a2bca4890521b2bc|2024-05-07|12:46:57|1715100417|shopping_net|323.62|1|fraud_Stanton, Jakubowski and Baumbach|42.240213|-89.843950
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|6036ba37cc66f5d9490889b44497a50b|2024-05-07|22:32:36|1715135556|shopping_pos|869.24|1|fraud_Kuhn LLC|42.726157|-89.684532
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|2217beb10332d4b5f35422a828579fb2|2024-05-07|23:53:50|1715140430|misc_net|1035.25|1|fraud_Corwin-Gorczany|43.128340|-90.809019
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|b2ba8e139f98faafb95490c667bab661|2024-05-06|23:09:46|1715051386|grocery_pos|830.05|1|fraud_Koepp-Parker|42.298320|-89.590946
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|986ea1820e9cf8c61f7c0436e78006f3|2024-05-07|22:28:10|1715135290|food_dining|675.06|1|fraud_O'Keefe-Wisoky|42.851956|-90.247376
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|b1a7575105893f184178c456a560aa78|2024-05-07|22:33:47|1715135627|shopping_pos|100.61|1|fraud_Jewess LLC|41.948872|-90.106614
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|fedd94fa7d5a3ae324e96b2b0988698c|2024-05-07|22:20:32|1715134832|personal_care|46.89|1|fraud_Reichel LLC|42.105128|-89.868748
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|8f8bdf6a6d9cd145fd23a67afef0f18c|2024-05-30|04:25:13|1717057513|misc_pos|62.23|0|fraud_Smith-Stokes|42.684727|-89.213108
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|231c5f1d4ea5bea0f9f09dab80ecacdf|2024-05-25|06:53:17|1716634397|misc_pos|47.19|0|fraud_Gislason Group|41.777706|-90.507470
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|8764245ea38fe6c81ae377070f1d3f38|2024-02-16|07:43:11|1708087391|gas_transport|44.16|0|fraud_Prohaska-Murray|42.269171|-90.997507
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Apple River|IL|61001|42.4714|-90.1201|1179|Engineer, water|1966-04-24|128177703894|adults_50up_male_rural.json|1817438af9a6db110dbeedc1a01a554f|2024-05-04|06:54:55|1714820095|misc_net|77.80|0|fraud_Miller-Harris|42.668878|-90.094801
