ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|b584e629591d2bfe2dfa1f1a0e66a1de|2024-03-17|15:51:49|1710705109|shopping_net|282.13|1|fraud_Little, Gutmann and Lynch|36.180488|-85.321373
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|f86249b8ca978e59ece75bce93c896d5|2024-03-17|22:11:30|1710727890|shopping_net|289.16|1|fraud_Greenholt, O'Hara and Balistreri|36.848830|-85.905440
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|55e9695f3f65a7e20ef4187cfe2dc506|2024-03-17|23:03:25|1710731005|misc_net|788.43|1|fraud_Kuhn LLC|36.376662|-86.005978
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|6a5950289ac2e0a02f13aa4265083aa4|2024-03-17|23:07:35|1710731255|shopping_net|673.56|1|fraud_Kozey-Boehm|36.071671|-85.874640
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|92d388f5f7957f8060b002efa1d9a28f|2024-03-17|23:35:22|1710732922|shopping_net|915.90|1|fraud_Mosciski, Ziemann and Farrell|37.037684|-84.953906
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|f204a4ba95cb11218f73e140bfb72108|2024-03-17|12:19:59|1710692399|shopping_pos|966.79|1|fraud_Denesik and Sons|35.780429|-85.371240
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|dc9c832c6bf8c8e4e78e26ffb07a2ff2|2024-03-16|23:40:54|1710646854|grocery_pos|1247.77|1|fraud_Koepp-Witting|37.589565|-85.823147
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|02dff7ebeca1d1505472ad8b0ff841ea|2024-03-17|17:01:14|1710709274|shopping_net|1005.80|1|fraud_Schumm PLC|36.474938|-86.074991
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|f2da20ba4453876192d200b6e2fe5902|2024-03-16|23:50:21|1710647421|grocery_pos|1068.40|1|fraud_Lockman, West and Runte|37.099447|-85.184329
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json|2f66d1414ba6a41ec65c0d46e0e4f39e|2024-03-16|23:17:18|1710645438|misc_net|994.51|1|fraud_Klocko LLC|36.525573|-85.355395
