ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|dc046d934acedd9ede69f3c2a3603585|2024-02-23|00:15:47|1708665347|misc_net|342.69|1|fraud_Rippin, Kub and Mann|34.580177|-83.103533
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|95541e1d8080c22ad9d29239412e4456|2024-02-22|11:39:42|1708619982|grocery_pos|299.75|1|fraud_Barton Inc|34.500980|-84.512534
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|7adcd723dde0bbe4f2b1580fd44d7619|2024-02-23|01:09:32|1708668572|grocery_pos|351.22|1|fraud_Kunze Inc|34.857513|-83.764822
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|a9571b6046b028b56f9d0ecb8a26121c|2024-02-22|02:46:57|1708588017|grocery_pos|783.55|1|fraud_Moen, Reinger and Murphy|33.040677|-83.739094
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|f2e44d0b6bacd8aff8a88863a0958ae5|2024-02-23|23:15:32|1708748132|shopping_net|1169.58|1|fraud_Kihn, Abernathy and Douglas|33.706547|-84.308867
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|3b4454f79a3d6a71e2cccf20cee6fe1b|2024-02-23|22:28:41|1708745321|shopping_pos|1023.32|1|fraud_Pfeffer and Sons|34.318449|-83.320872
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|1e3b3a1675a26dec31e007974545b75c|2024-02-23|16:13:18|1708722798|shopping_net|706.50|1|fraud_Gerlach Inc|33.218089|-83.909472
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|9cf507ee5afee2f028c4a87d9e6999de|2024-02-23|22:23:27|1708745007|kids_pets|21.09|1|fraud_Waelchi-Wolf|34.523235|-83.147036
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|401a84c369ee7295a8281f28d55b723d|2024-03-19|03:43:44|1710834224|grocery_net|71.66|0|fraud_Bernier, Streich and Jewess|34.028177|-84.907876
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|05a8310b9ce76b3beff5ffb5a74cd3c8|2024-01-07|04:07:17|1704618437|gas_transport|71.58|0|fraud_Lind, Huel and McClure|33.636904|-83.730386
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|d9671e87b6f27d68eb245283f835f3f1|2024-03-17|04:02:09|1710662529|grocery_net|48.29|0|fraud_Wuckert-Walter|34.361818|-83.720789
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|baad2fc8329feb47cab738f963c6956d|2024-01-21|11:32:12|1705854732|gas_transport|50.03|0|fraud_Cummings LLC|34.878156|-84.538001
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|0919e81a82f3e2df51e1d98659b878ec|2024-02-03|07:38:31|1706963911|gas_transport|56.60|0|fraud_Heller-Langosh|34.643040|-83.692784
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|b0e5cce31f9c0157da70a3c4649ee213|2024-03-16|03:17:23|1710573443|grocery_net|76.46|0|fraud_Tromp, Kerluke and Glover|33.595394|-84.745606
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|11baa6f534b890994df6309d5b1cf247|2024-03-20|05:23:05|1710926585|grocery_net|46.39|0|fraud_Kemmer-Reinger|33.226394|-83.496762
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|ac533a56327c7d9bd4579fc604b0ddfa|2024-04-03|10:01:23|1712152883|grocery_pos|46.95|0|fraud_Kovacek, Dibbert and Ondricka|34.089753|-83.422040
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|93706abcc02e3fd6d9fc8070d3fab7c7|2024-03-07|06:03:07|1709809387|gas_transport|61.76|0|fraud_Jenkins, Hauck and Friesen|34.608079|-84.908336
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|db65b43014c42173c99f48a4b48fdd59|2024-03-16|07:19:38|1710587978|grocery_net|71.23|0|fraud_Wiegand-Lowe|33.654298|-83.151440
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|1e63c2b10545f0d81c5718feb4c58f6b|2024-03-24|04:29:59|1711268999|grocery_net|45.01|0|fraud_Trantow PLC|33.240890|-84.844359
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|be0e7810b90274ad5e29e96d9f7ae0f6|2024-02-25|01:42:51|1708843371|gas_transport|39.30|0|fraud_Bartoletti-Wunsch|34.860739|-83.369491
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|b668ce86d24d1e34689277f836fa67eb|2024-03-03|11:14:52|1709482492|gas_transport|60.46|0|fraud_Cummings LLC|33.652030|-83.403370
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|e06c0149d76e7b0f03d4490c40ad36f7|2024-01-27|09:03:51|1706364231|gas_transport|70.63|0|fraud_Friesen-D'Amore|33.604969|-83.567770
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|453bd793489ab3416ab4e06187f1ae6a|2024-03-09|08:00:53|1709989253|gas_transport|41.99|0|fraud_Bartoletti-Wunsch|33.578850|-83.317671
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|90f1fa47861120ef2cde8b35f353cc30|2024-03-30|08:18:59|1711801139|grocery_pos|45.21|0|fraud_Kutch and Sons|34.381986|-83.934127
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|5558dcd1e289234a1e26645b857cd997|2024-03-07|05:17:47|1709806667|gas_transport|52.31|0|fraud_Koss and Sons|34.496750|-83.392006
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json|cdc6bf5a8a51c8ab4a172fd8463d60c1|2024-01-07|02:07:03|1704611223|gas_transport|45.60|0|fraud_Olson, Becker and Koch|34.318563|-83.744206
